"Estado","Total","a�o","sexo","Instituci�n","numerocasos"
"Distrito Federal",190,"2004","F","OTRAS","0"
"Durango",2571,"2004","F","OTRAS","0"
"Guanajuato",12404,"2004","F","OTRAS","2830"
"Guerrero",14205,"2004","F","OTRAS","1"
"Hidalgo",145,"2004","F","OTRAS","4"
"Jalisco",23440,"2004","F","OTRAS","1534"
"México",2597,"2004","F","OTRAS","151"
"Michoacán",11890,"2004","F","OTRAS","0"
"Morelos",12054,"2004","F","OTRAS","0"
"Nayarit",6437,"2004","F","OTRAS","10"
"Nuevo León",182,"2004","F","OTRAS","32"
"Oaxaca",2297,"2004","F","OTRAS","3"
"Puebla",7812,"2004","F","OTRAS","40"
"Querétaro",1996,"2004","F","OTRAS","15"
"Quintana Roo",43,"2004","F","OTRAS","0"
"San Luis Potosí",188,"2004","F","OTRAS","2"
"Sinaloa",4308,"2004","F","OTRAS","441"
"Sonora",3282,"2004","F","OTRAS","147"
"Tabasco",17,"2004","F","OTRAS","0"
"Tamaulipas",275,"2004","F","OTRAS","128"
"Tlaxcala",28,"2004","F","OTRAS","0"
"Veracruz",135,"2004","F","OTRAS","0"
"Yucatán",25,"2004","F","OTRAS","1"
"Zacatecas",1251,"2004","F","OTRAS","0"
"Aguascalientes",908,"2005","F","SALUD","893"
"Baja California",78,"2005","F","SALUD","14"
"Baja California Sur",63,"2005","F","SALUD","49"
"Campeche",24,"2005","F","SALUD","11"
"Coahuila",64,"2005","F","SALUD","23"
"Colima",4508,"2005","F","SALUD","3219"
"Chiapas",158,"2005","F","SALUD","112"
"Chihuahua",182,"2005","F","SALUD","82"
"Distrito Federal",224,"2005","F","SALUD","181"
"Durango",2986,"2005","F","SALUD","2656"
"Guanajuato",14293,"2005","F","SALUD","7015"
"Guerrero",16648,"2005","F","SALUD","13683"
"Hidalgo",151,"2005","F","SALUD","132"
"Jalisco",25242,"2005","F","SALUD","17825"
"México",2927,"2005","F","SALUD","2722"
"Michoacán",13593,"2005","F","SALUD","7804"
"Morelos",15795,"2005","F","SALUD","11077"
"Nayarit",6069,"2005","F","SALUD","4154"
"Nuevo León",57,"2005","F","SALUD","15"
"Oaxaca",2662,"2005","F","SALUD","1631"
"Puebla",8715,"2005","F","SALUD","5994"
"Querétaro",1991,"2005","F","SALUD","623"
"Quintana Roo",74,"2005","F","SALUD","41"
"San Luis Potosí",192,"2005","F","SALUD","78"
"Sinaloa",3780,"2005","F","SALUD","1495"
"Sonora",2993,"2005","F","SALUD","2054"
"Tabasco",15,"2005","F","SALUD","9"
"Tamaulipas",182,"2005","F","SALUD","94"
"Tlaxcala",17,"2005","F","SALUD","13"
"Veracruz",103,"2005","F","SALUD","61"
"Yucatán",29,"2005","F","SALUD","14"
"Zacatecas",1549,"2005","F","SALUD","1215"
"Aguascalientes",908,"2005","F","IMSS-ORD","15"
"Baja California",78,"2005","F","IMSS-ORD","31"
"Baja California Sur",63,"2005","F","IMSS-ORD","0"
"Campeche",24,"2005","F","IMSS-ORD","1"
"Coahuila",64,"2005","F","IMSS-ORD","22"
"Colima",4508,"2005","F","IMSS-ORD","1077"
"Chiapas",158,"2005","F","IMSS-ORD","2"
"Chihuahua",182,"2005","F","IMSS-ORD","29"
"Distrito Federal",224,"2005","F","IMSS-ORD","8"
"Durango",2986,"2005","F","IMSS-ORD","1"
"Guanajuato",14293,"2005","F","IMSS-ORD","3669"
"Guerrero",16648,"2005","F","IMSS-ORD","2276"
"Hidalgo",151,"2005","F","IMSS-ORD","0"
"Jalisco",25242,"2005","F","IMSS-ORD","6004"
"México",2927,"2005","F","IMSS-ORD","0"
"Michoacán",13593,"2005","F","IMSS-ORD","1960"
"Morelos",15795,"2005","F","IMSS-ORD","4091"
"Nayarit",6069,"2005","F","IMSS-ORD","607"
"Nuevo León",57,"2005","F","IMSS-ORD","9"
"Oaxaca",2662,"2005","F","IMSS-ORD","49"
"Puebla",8715,"2005","F","IMSS-ORD","733"
"Querétaro",1991,"2005","F","IMSS-ORD","1275"
"Quintana Roo",74,"2005","F","IMSS-ORD","16"
"San Luis Potosí",192,"2005","F","IMSS-ORD","60"
"Sinaloa",3780,"2005","F","IMSS-ORD","922"
"Sonora",2993,"2005","F","IMSS-ORD","741"
"Tabasco",15,"2005","F","IMSS-ORD","4"
"Tamaulipas",182,"2005","F","IMSS-ORD","29"
"Tlaxcala",17,"2005","F","IMSS-ORD","4"
"Veracruz",103,"2005","F","IMSS-ORD","25"
"Yucatán",29,"2005","F","IMSS-ORD","2"
"Zacatecas",1549,"2005","F","IMSS-ORD","30"
"Aguascalientes",908,"2005","F","ISSSTE","0"
"Baja California",78,"2005","F","ISSSTE","4"
"Baja California Sur",63,"2005","F","ISSSTE","14"
"Campeche",24,"2005","F","ISSSTE","4"
"Coahuila",64,"2005","F","ISSSTE","1"
"Colima",4508,"2005","F","ISSSTE","45"
"Chiapas",158,"2005","F","ISSSTE","15"
"Chihuahua",182,"2005","F","ISSSTE","3"
"Distrito Federal",224,"2005","F","ISSSTE","25"
"Durango",2986,"2005","F","ISSSTE","3"
"Guanajuato",14293,"2005","F","ISSSTE","222"
"Guerrero",16648,"2005","F","ISSSTE","641"
"Hidalgo",151,"2005","F","ISSSTE","1"
"Jalisco",25242,"2005","F","ISSSTE","64"
"México",2927,"2005","F","ISSSTE","11"
"Michoacán",13593,"2005","F","ISSSTE","435"
"Morelos",15795,"2005","F","ISSSTE","600"
"Nayarit",6069,"2005","F","ISSSTE","48"
"Nuevo León",57,"2005","F","ISSSTE","0"
"Oaxaca",2662,"2005","F","ISSSTE","48"
"Puebla",8715,"2005","F","ISSSTE","62"
"Querétaro",1991,"2005","F","ISSSTE","41"
"Quintana Roo",74,"2005","F","ISSSTE","17"
"San Luis Potosí",192,"2005","F","ISSSTE","1"
"Sinaloa",3780,"2005","F","ISSSTE","69"
"Sonora",2993,"2005","F","ISSSTE","72"
"Tabasco",15,"2005","F","ISSSTE","1"
"Tamaulipas",182,"2005","F","ISSSTE","0"
"Tlaxcala",17,"2005","F","ISSSTE","0"
"Veracruz",103,"2005","F","ISSSTE","0"
"Yucatán",29,"2005","F","ISSSTE","4"
"Zacatecas",1549,"2005","F","ISSSTE","5"
"Aguascalientes",908,"2005","F","IMSS-OP","0"
"Baja California",78,"2005","F","IMSS-OP","4"
"Baja California Sur",63,"2005","F","IMSS-OP","0"
"Campeche",24,"2005","F","IMSS-OP","7"
"Coahuila",64,"2005","F","IMSS-OP","8"
"Colima",4508,"2005","F","IMSS-OP","0"
"Chiapas",158,"2005","F","IMSS-OP","24"
"Chihuahua",182,"2005","F","IMSS-OP","52"
"Distrito Federal",224,"2005","F","IMSS-OP","0"
"Durango",2986,"2005","F","IMSS-OP","322"
"Guanajuato",14293,"2005","F","IMSS-OP","2"
"Guerrero",16648,"2005","F","IMSS-OP","4"
"Hidalgo",151,"2005","F","IMSS-OP","15"
"Jalisco",25242,"2005","F","IMSS-OP","3"
"México",2927,"2005","F","IMSS-OP","1"
"Michoacán",13593,"2005","F","IMSS-OP","3359"
"Morelos",15795,"2005","F","IMSS-OP","21"
"Nayarit",6069,"2005","F","IMSS-OP","1244"
"Nuevo León",57,"2005","F","IMSS-OP","0"
"Oaxaca",2662,"2005","F","IMSS-OP","912"
"Puebla",8715,"2005","F","IMSS-OP","1891"
"Querétaro",1991,"2005","F","IMSS-OP","0"
"Quintana Roo",74,"2005","F","IMSS-OP","0"
"San Luis Potosí",192,"2005","F","IMSS-OP","46"
"Sinaloa",3780,"2005","F","IMSS-OP","854"
"Sonora",2993,"2005","F","IMSS-OP","2"
"Tabasco",15,"2005","F","IMSS-OP","0"
"Tamaulipas",182,"2005","F","IMSS-OP","12"
"Tlaxcala",17,"2005","F","IMSS-OP","0"
"Veracruz",103,"2005","F","IMSS-OP","16"
"Yucatán",29,"2005","F","IMSS-OP","9"
"Zacatecas",1549,"2005","F","IMSS-OP","299"
"Aguascalientes",908,"2005","F","DIF","0"
"Baja California",78,"2005","F","DIF","0"
"Baja California Sur",63,"2005","F","DIF","0"
"Campeche",24,"2005","F","DIF","0"
"Coahuila",64,"2005","F","DIF","0"
"Colima",4508,"2005","F","DIF","0"
"Chiapas",158,"2005","F","DIF","0"
"Chihuahua",182,"2005","F","DIF","0"
"Distrito Federal",224,"2005","F","DIF","1"
"Durango",2986,"2005","F","DIF","4"
"Guanajuato",14293,"2005","F","DIF","0"
"Guerrero",16648,"2005","F","DIF","0"
"Hidalgo",151,"2005","F","DIF","0"
"Jalisco",25242,"2005","F","DIF","0"
"México",2927,"2005","F","DIF","5"
"Michoacán",13593,"2005","F","DIF","0"
"Morelos",15795,"2005","F","DIF","0"
"Nayarit",6069,"2005","F","DIF","2"
"Nuevo León",57,"2005","F","DIF","0"
"Oaxaca",2662,"2005","F","DIF","1"
"Puebla",8715,"2005","F","DIF","0"
"Querétaro",1991,"2005","F","DIF","0"
"Quintana Roo",74,"2005","F","DIF","0"
"San Luis Potosí",192,"2005","F","DIF","0"
"Sinaloa",3780,"2005","F","DIF","10"
"Sonora",2993,"2005","F","DIF","0"
"Tabasco",15,"2005","F","DIF","0"
"Tamaulipas",182,"2005","F","DIF","12"
"Tlaxcala",17,"2005","F","DIF","0"
"Veracruz",103,"2005","F","DIF","0"
"Yucatán",29,"2005","F","DIF","0"
"Zacatecas",1549,"2005","F","DIF","0"
"Aguascalientes",908,"2005","F","PEMEX","0"
"Baja California",78,"2005","F","PEMEX","0"
"Baja California Sur",63,"2005","F","PEMEX","0"
"Campeche",24,"2005","F","PEMEX","0"
"Coahuila",64,"2005","F","PEMEX","0"
"Colima",4508,"2005","F","PEMEX","0"
"Chiapas",158,"2005","F","PEMEX","0"
"Chihuahua",182,"2005","F","PEMEX","0"
"Distrito Federal",224,"2005","F","PEMEX","0"
"Durango",2986,"2005","F","PEMEX","0"
"Guanajuato",14293,"2005","F","PEMEX","0"
"Guerrero",16648,"2005","F","PEMEX","0"
"Hidalgo",151,"2005","F","PEMEX","1"
"Jalisco",25242,"2005","F","PEMEX","0"
"México",2927,"2005","F","PEMEX","0"
"Michoacán",13593,"2005","F","PEMEX","0"
"Morelos",15795,"2005","F","PEMEX","0"
"Nayarit",6069,"2005","F","PEMEX","0"
"Nuevo León",57,"2005","F","PEMEX","0"
"Oaxaca",2662,"2005","F","PEMEX","1"
"Puebla",8715,"2005","F","PEMEX","2"
"Querétaro",1991,"2005","F","PEMEX","0"
"Quintana Roo",74,"2005","F","PEMEX","0"
"San Luis Potosí",192,"2005","F","PEMEX","2"
"Sinaloa",3780,"2005","F","PEMEX","0"
"Sonora",2993,"2005","F","PEMEX","0"
"Tabasco",15,"2005","F","PEMEX","0"
"Tamaulipas",182,"2005","F","PEMEX","4"
"Tlaxcala",17,"2005","F","PEMEX","0"
"Veracruz",103,"2005","F","PEMEX","0"
"Yucatán",29,"2005","F","PEMEX","0"
"Zacatecas",1549,"2005","F","PEMEX","0"
"Aguascalientes",908,"2005","F","SEDENA","0"
"Baja California",78,"2005","F","SEDENA","1"
"Baja California Sur",63,"2005","F","SEDENA","0"
"Campeche",24,"2005","F","SEDENA","1"
"Coahuila",64,"2005","F","SEDENA","0"
"Colima",4508,"2005","F","SEDENA","12"
"Chiapas",158,"2005","F","SEDENA","3"
"Chihuahua",182,"2005","F","SEDENA","0"
"Distrito Federal",224,"2005","F","SEDENA","1"
"Durango",2986,"2005","F","SEDENA","0"
"Guanajuato",14293,"2005","F","SEDENA","25"
"Guerrero",16648,"2005","F","SEDENA","15"
"Hidalgo",151,"2005","F","SEDENA","0"
"Jalisco",25242,"2005","F","SEDENA","20"
"México",2927,"2005","F","SEDENA","2"
"Michoacán",13593,"2005","F","SEDENA","24"
"Morelos",15795,"2005","F","SEDENA","6"
"Nayarit",6069,"2005","F","SEDENA","4"
"Nuevo León",57,"2005","F","SEDENA","0"
"Oaxaca",2662,"2005","F","SEDENA","3"
"Puebla",8715,"2005","F","SEDENA","0"
"Querétaro",1991,"2005","F","SEDENA","0"
"Quintana Roo",74,"2005","F","SEDENA","0"
"San Luis Potosí",192,"2005","F","SEDENA","2"
"Sinaloa",3780,"2005","F","SEDENA","24"
"Sonora",2993,"2005","F","SEDENA","3"
"Tabasco",15,"2005","F","SEDENA","0"
"Tamaulipas",182,"2005","F","SEDENA","2"
"Tlaxcala",17,"2005","F","SEDENA","0"
"Veracruz",103,"2005","F","SEDENA","1"
"Yucatán",29,"2005","F","SEDENA","0"
"Zacatecas",1549,"2005","F","SEDENA","0"
"Aguascalientes",908,"2005","F","SEMAR","0"
"Baja California",78,"2005","F","SEMAR","0"
"Baja California Sur",63,"2005","F","SEMAR","0"
"Campeche",24,"2005","F","SEMAR","0"
"Coahuila",64,"2005","F","SEMAR","0"
"Colima",4508,"2005","F","SEMAR","51"
"Chiapas",158,"2005","F","SEMAR","0"
"Chihuahua",182,"2005","F","SEMAR","0"
"Distrito Federal",224,"2005","F","SEMAR","1"
"Durango",2986,"2005","F","SEMAR","0"
"Guanajuato",14293,"2005","F","SEMAR","0"
"Guerrero",16648,"2005","F","SEMAR","29"
"Hidalgo",151,"2005","F","SEMAR","0"
"Jalisco",25242,"2005","F","SEMAR","0"
"México",2927,"2005","F","SEMAR","0"
"Michoacán",13593,"2005","F","SEMAR","11"
"Morelos",15795,"2005","F","SEMAR","0"
"Nayarit",6069,"2005","F","SEMAR","0"
"Nuevo León",57,"2005","F","SEMAR","0"
"Oaxaca",2662,"2005","F","SEMAR","15"
"Puebla",8715,"2005","F","SEMAR","0"
"Querétaro",1991,"2005","F","SEMAR","0"
"Quintana Roo",74,"2005","F","SEMAR","0"
"San Luis Potosí",192,"2005","F","SEMAR","0"
"Sinaloa",3780,"2005","F","SEMAR","15"
"Sonora",2993,"2005","F","SEMAR","0"
"Tabasco",15,"2005","F","SEMAR","0"
"Tamaulipas",182,"2005","F","SEMAR","3"
"Tlaxcala",17,"2005","F","SEMAR","0"
"Veracruz",103,"2005","F","SEMAR","0"
"Yucatán",29,"2005","F","SEMAR","0"
"Zacatecas",1549,"2005","F","SEMAR","0"
"Aguascalientes",908,"2005","F","OTRAS","0"
"Baja California",78,"2005","F","OTRAS","24"
"Baja California Sur",63,"2005","F","OTRAS","0"
"Campeche",24,"2005","F","OTRAS","0"
"Coahuila",64,"2005","F","OTRAS","10"
"Colima",4508,"2005","F","OTRAS","104"
"Chiapas",158,"2005","F","OTRAS","2"
"Chihuahua",182,"2005","F","OTRAS","16"
"Distrito Federal",224,"2005","F","OTRAS","7"
"Durango",2986,"2005","F","OTRAS","0"
"Guanajuato",14293,"2005","F","OTRAS","3360"
"Guerrero",16648,"2005","F","OTRAS","0"
"Hidalgo",151,"2005","F","OTRAS","2"
"Jalisco",25242,"2005","F","OTRAS","1326"
"México",2927,"2005","F","OTRAS","186"
"Michoacán",13593,"2005","F","OTRAS","0"
"Morelos",15795,"2005","F","OTRAS","0"
"Nayarit",6069,"2005","F","OTRAS","10"
"Nuevo León",57,"2005","F","OTRAS","33"
"Oaxaca",2662,"2005","F","OTRAS","2"
"Puebla",8715,"2005","F","OTRAS","33"
"Querétaro",1991,"2005","F","OTRAS","52"
"Quintana Roo",74,"2005","F","OTRAS","0"
"San Luis Potosí",192,"2005","F","OTRAS","3"
"Sinaloa",3780,"2005","F","OTRAS","391"
"Sonora",2993,"2005","F","OTRAS","121"
"Tabasco",15,"2005","F","OTRAS","1"
"Tamaulipas",182,"2005","F","OTRAS","26"
"Tlaxcala",17,"2005","F","OTRAS","0"
"Veracruz",103,"2005","F","OTRAS","0"
"Yucatán",29,"2005","F","OTRAS","0"
"Zacatecas",1549,"2005","F","OTRAS","0"
"Aguascalientes",995,"2006","F","SALUD","977"
"Baja California",73,"2006","F","SALUD","22"
"Baja California Sur",84,"2006","F","SALUD","65"
"Campeche",28,"2006","F","SALUD","14"
"Coahuila",84,"2006","F","SALUD","40"
"Colima",4848,"2006","F","SALUD","3535"
"Chiapas",115,"2006","F","SALUD","85"
"Chihuahua",184,"2006","F","SALUD","91"
"Distrito Federal",252,"2006","F","SALUD","189"
"Durango",3128,"2006","F","SALUD","2676"
"Guanajuato",17099,"2006","F","SALUD","8205"
"Guerrero",20855,"2006","F","SALUD","16711"
"Hidalgo",136,"2006","F","SALUD","123"
"Jalisco",29468,"2006","F","SALUD","19936"
"México",3392,"2006","F","SALUD","3197"
"Michoacán",16018,"2006","F","SALUD","9273"
"Morelos",15723,"2006","F","SALUD","11923"
"Nayarit",6915,"2006","F","SALUD","4766"
"Nuevo León",100,"2006","F","SALUD","36"
"Oaxaca",2828,"2006","F","SALUD","1662"
"Puebla",9103,"2006","F","SALUD","6360"
"Querétaro",2336,"2006","F","SALUD","652"
"Quintana Roo",71,"2006","F","SALUD","21"
"San Luis Potosí",233,"2006","F","SALUD","67"
"Sinaloa",4281,"2006","F","SALUD","1927"
"Sonora",2748,"2006","F","SALUD","1833"
"Tabasco",19,"2006","F","SALUD","13"
"Tamaulipas",184,"2006","F","SALUD","114"
"Tlaxcala",23,"2006","F","SALUD","19"
"Veracruz",157,"2006","F","SALUD","94"
"Yucatán",36,"2006","F","SALUD","14"
"Zacatecas",1936,"2006","F","SALUD","1504"
"Aguascalientes",995,"2006","F","IMSS-ORD","17"
"Baja California",73,"2006","F","IMSS-ORD","38"
"Baja California Sur",84,"2006","F","IMSS-ORD","2"
"Campeche",28,"2006","F","IMSS-ORD","7"
"Coahuila",84,"2006","F","IMSS-ORD","33"
"Colima",4848,"2006","F","IMSS-ORD","1205"
"Chiapas",115,"2006","F","IMSS-ORD","7"
"Chihuahua",184,"2006","F","IMSS-ORD","14"
"Distrito Federal",252,"2006","F","IMSS-ORD","13"
"Durango",3128,"2006","F","IMSS-ORD","6"
"Guanajuato",17099,"2006","F","IMSS-ORD","5327"
"Guerrero",20855,"2006","F","IMSS-ORD","3484"
"Hidalgo",136,"2006","F","IMSS-ORD","0"
"Jalisco",29468,"2006","F","IMSS-ORD","7611"
"México",3392,"2006","F","IMSS-ORD","8"
"Michoacán",16018,"2006","F","IMSS-ORD","2384"
"Morelos",15723,"2006","F","IMSS-ORD","3201"
"Nayarit",6915,"2006","F","IMSS-ORD","564"
"Nuevo León",100,"2006","F","IMSS-ORD","40"
"Oaxaca",2828,"2006","F","IMSS-ORD","22"
"Puebla",9103,"2006","F","IMSS-ORD","502"
"Querétaro",2336,"2006","F","IMSS-ORD","1538"
"Quintana Roo",71,"2006","F","IMSS-ORD","36"
"San Luis Potosí",233,"2006","F","IMSS-ORD","103"
"Sinaloa",4281,"2006","F","IMSS-ORD","905"
"Sonora",2748,"2006","F","IMSS-ORD","747"
"Tabasco",19,"2006","F","IMSS-ORD","3"
"Tamaulipas",184,"2006","F","IMSS-ORD","29"
"Tlaxcala",23,"2006","F","IMSS-ORD","4"
"Veracruz",157,"2006","F","IMSS-ORD","39"
"Yucatán",36,"2006","F","IMSS-ORD","5"
"Zacatecas",1936,"2006","F","IMSS-ORD","24"
"Aguascalientes",995,"2006","F","ISSSTE","0"
"Baja California",73,"2006","F","ISSSTE","0"
"Baja California Sur",84,"2006","F","ISSSTE","17"
"Campeche",28,"2006","F","ISSSTE","3"
"Coahuila",84,"2006","F","ISSSTE","2"
"Colima",4848,"2006","F","ISSSTE","42"
"Chiapas",115,"2006","F","ISSSTE","10"
"Chihuahua",184,"2006","F","ISSSTE","8"
"Distrito Federal",252,"2006","F","ISSSTE","37"
"Durango",3128,"2006","F","ISSSTE","2"
"Guanajuato",17099,"2006","F","ISSSTE","201"
"Guerrero",20855,"2006","F","ISSSTE","557"
"Hidalgo",136,"2006","F","ISSSTE","0"
"Jalisco",29468,"2006","F","ISSSTE","84"
"México",3392,"2006","F","ISSSTE","7"
"Michoacán",16018,"2006","F","ISSSTE","426"
"Morelos",15723,"2006","F","ISSSTE","582"
"Nayarit",6915,"2006","F","ISSSTE","40"
"Nuevo León",100,"2006","F","ISSSTE","2"
"Oaxaca",2828,"2006","F","ISSSTE","80"
"Puebla",9103,"2006","F","ISSSTE","50"
"Querétaro",2336,"2006","F","ISSSTE","79"
"Quintana Roo",71,"2006","F","ISSSTE","14"
"San Luis Potosí",233,"2006","F","ISSSTE","6"
"Sinaloa",4281,"2006","F","ISSSTE","93"
"Sonora",2748,"2006","F","ISSSTE","59"
"Tabasco",19,"2006","F","ISSSTE","0"
"Tamaulipas",184,"2006","F","ISSSTE","6"
"Tlaxcala",23,"2006","F","ISSSTE","0"
"Veracruz",157,"2006","F","ISSSTE","2"
"Yucatán",36,"2006","F","ISSSTE","2"
"Zacatecas",1936,"2006","F","ISSSTE","2"
"Aguascalientes",995,"2006","F","IMSS-OP","0"
"Baja California",73,"2006","F","IMSS-OP","2"
"Baja California Sur",84,"2006","F","IMSS-OP","0"
"Campeche",28,"2006","F","IMSS-OP","1"
"Coahuila",84,"2006","F","IMSS-OP","5"
"Colima",4848,"2006","F","IMSS-OP","0"
"Chiapas",115,"2006","F","IMSS-OP","12"
"Chihuahua",184,"2006","F","IMSS-OP","59"
"Distrito Federal",252,"2006","F","IMSS-OP","0"
"Durango",3128,"2006","F","IMSS-OP","444"
"Guanajuato",17099,"2006","F","IMSS-OP","0"
"Guerrero",20855,"2006","F","IMSS-OP","9"
"Hidalgo",136,"2006","F","IMSS-OP","11"
"Jalisco",29468,"2006","F","IMSS-OP","1"
"México",3392,"2006","F","IMSS-OP","5"
"Michoacán",16018,"2006","F","IMSS-OP","3896"
"Morelos",15723,"2006","F","IMSS-OP","12"
"Nayarit",6915,"2006","F","IMSS-OP","1520"
"Nuevo León",100,"2006","F","IMSS-OP","0"
"Oaxaca",2828,"2006","F","IMSS-OP","1042"
"Puebla",9103,"2006","F","IMSS-OP","2150"
"Querétaro",2336,"2006","F","IMSS-OP","0"
"Quintana Roo",71,"2006","F","IMSS-OP","0"
"San Luis Potosí",233,"2006","F","IMSS-OP","53"
"Sinaloa",4281,"2006","F","IMSS-OP","875"
"Sonora",2748,"2006","F","IMSS-OP","0"
"Tabasco",19,"2006","F","IMSS-OP","0"
"Tamaulipas",184,"2006","F","IMSS-OP","24"
"Tlaxcala",23,"2006","F","IMSS-OP","0"
"Veracruz",157,"2006","F","IMSS-OP","22"
"Yucatán",36,"2006","F","IMSS-OP","11"
"Zacatecas",1936,"2006","F","IMSS-OP","406"
"Aguascalientes",995,"2006","F","DIF","0"
"Baja California",73,"2006","F","DIF","0"
"Baja California Sur",84,"2006","F","DIF","0"
"Campeche",28,"2006","F","DIF","0"
"Coahuila",84,"2006","F","DIF","0"
"Colima",4848,"2006","F","DIF","0"
"Chiapas",115,"2006","F","DIF","0"
"Chihuahua",184,"2006","F","DIF","0"
"Distrito Federal",252,"2006","F","DIF","5"
"Durango",3128,"2006","F","DIF","0"
"Guanajuato",17099,"2006","F","DIF","0"
"Guerrero",20855,"2006","F","DIF","0"
"Hidalgo",136,"2006","F","DIF","0"
"Jalisco",29468,"2006","F","DIF","0"
"México",3392,"2006","F","DIF","4"
"Michoacán",16018,"2006","F","DIF","0"
"Morelos",15723,"2006","F","DIF","0"
"Nayarit",6915,"2006","F","DIF","2"
"Nuevo León",100,"2006","F","DIF","0"
"Oaxaca",2828,"2006","F","DIF","2"
"Puebla",9103,"2006","F","DIF","0"
"Querétaro",2336,"2006","F","DIF","11"
"Quintana Roo",71,"2006","F","DIF","0"
"San Luis Potosí",233,"2006","F","DIF","0"
"Sinaloa",4281,"2006","F","DIF","4"
"Sonora",2748,"2006","F","DIF","0"
"Tabasco",19,"2006","F","DIF","0"
"Tamaulipas",184,"2006","F","DIF","0"
"Tlaxcala",23,"2006","F","DIF","0"
"Veracruz",157,"2006","F","DIF","0"
"Yucatán",36,"2006","F","DIF","0"
"Zacatecas",1936,"2006","F","DIF","0"
"Aguascalientes",995,"2006","F","PEMEX","0"
"Baja California",73,"2006","F","PEMEX","0"
"Baja California Sur",84,"2006","F","PEMEX","0"
"Campeche",28,"2006","F","PEMEX","0"
"Coahuila",84,"2006","F","PEMEX","0"
"Colima",4848,"2006","F","PEMEX","0"
"Chiapas",115,"2006","F","PEMEX","0"
"Chihuahua",184,"2006","F","PEMEX","0"
"Distrito Federal",252,"2006","F","PEMEX","0"
"Durango",3128,"2006","F","PEMEX","0"
"Guanajuato",17099,"2006","F","PEMEX","8"
"Guerrero",20855,"2006","F","PEMEX","0"
"Hidalgo",136,"2006","F","PEMEX","0"
"Jalisco",29468,"2006","F","PEMEX","0"
"México",3392,"2006","F","PEMEX","0"
"Michoacán",16018,"2006","F","PEMEX","0"
"Morelos",15723,"2006","F","PEMEX","0"
"Nayarit",6915,"2006","F","PEMEX","0"
"Nuevo León",100,"2006","F","PEMEX","0"
"Oaxaca",2828,"2006","F","PEMEX","1"
"Puebla",9103,"2006","F","PEMEX","0"
"Querétaro",2336,"2006","F","PEMEX","0"
"Quintana Roo",71,"2006","F","PEMEX","0"
"San Luis Potosí",233,"2006","F","PEMEX","0"
"Sinaloa",4281,"2006","F","PEMEX","0"
"Sonora",2748,"2006","F","PEMEX","0"
"Tabasco",19,"2006","F","PEMEX","2"
"Tamaulipas",184,"2006","F","PEMEX","4"
"Tlaxcala",23,"2006","F","PEMEX","0"
"Veracruz",157,"2006","F","PEMEX","0"
"Yucatán",36,"2006","F","PEMEX","0"
"Zacatecas",1936,"2006","F","PEMEX","0"
"Aguascalientes",995,"2006","F","SEDENA","0"
"Baja California",73,"2006","F","SEDENA","0"
"Baja California Sur",84,"2006","F","SEDENA","0"
"Campeche",28,"2006","F","SEDENA","0"
"Coahuila",84,"2006","F","SEDENA","0"
"Colima",4848,"2006","F","SEDENA","2"
"Chiapas",115,"2006","F","SEDENA","1"
"Chihuahua",184,"2006","F","SEDENA","3"
"Distrito Federal",252,"2006","F","SEDENA","1"
"Durango",3128,"2006","F","SEDENA","0"
"Guanajuato",17099,"2006","F","SEDENA","43"
"Guerrero",20855,"2006","F","SEDENA","39"
"Hidalgo",136,"2006","F","SEDENA","0"
"Jalisco",29468,"2006","F","SEDENA","34"
"México",3392,"2006","F","SEDENA","1"
"Michoacán",16018,"2006","F","SEDENA","28"
"Morelos",15723,"2006","F","SEDENA","5"
"Nayarit",6915,"2006","F","SEDENA","8"
"Nuevo León",100,"2006","F","SEDENA","0"
"Oaxaca",2828,"2006","F","SEDENA","11"
"Puebla",9103,"2006","F","SEDENA","1"
"Querétaro",2336,"2006","F","SEDENA","0"
"Quintana Roo",71,"2006","F","SEDENA","0"
"San Luis Potosí",233,"2006","F","SEDENA","0"
"Sinaloa",4281,"2006","F","SEDENA","12"
"Sonora",2748,"2006","F","SEDENA","5"
"Tabasco",19,"2006","F","SEDENA","0"
"Tamaulipas",184,"2006","F","SEDENA","1"
"Tlaxcala",23,"2006","F","SEDENA","0"
"Veracruz",157,"2006","F","SEDENA","0"
"Yucatán",36,"2006","F","SEDENA","0"
"Zacatecas",1936,"2006","F","SEDENA","0"
"Aguascalientes",995,"2006","F","SEMAR","0"
"Baja California",73,"2006","F","SEMAR","0"
"Baja California Sur",84,"2006","F","SEMAR","0"
"Campeche",28,"2006","F","SEMAR","0"
"Coahuila",84,"2006","F","SEMAR","0"
"Colima",4848,"2006","F","SEMAR","35"
"Chiapas",115,"2006","F","SEMAR","0"
"Chihuahua",184,"2006","F","SEMAR","0"
"Distrito Federal",252,"2006","F","SEMAR","1"
"Durango",3128,"2006","F","SEMAR","0"
"Guanajuato",17099,"2006","F","SEMAR","0"
"Guerrero",20855,"2006","F","SEMAR","37"
"Hidalgo",136,"2006","F","SEMAR","0"
