"Estado","a�o","sexo","cortes.edad","numerocasos"
"Durango","2004","F","60 - 64",74
"Guanajuato","2004","F","60 - 64",287
"Guerrero","2004","F","60 - 64",431
"Hidalgo","2004","F","60 - 64",6
"Jalisco","2004","F","60 - 64",660
"México","2004","F","60 - 64",69
"Michoacán","2004","F","60 - 64",290
"Morelos","2004","F","60 - 64",341
"Nayarit","2004","F","60 - 64",184
"Nuevo León","2004","F","60 - 64",3
"Oaxaca","2004","F","60 - 64",83
"Puebla","2004","F","60 - 64",263
"Querétaro","2004","F","60 - 64",43
"Quintana Roo","2004","F","60 - 64",0
"San Luis Potosí","2004","F","60 - 64",5
"Sinaloa","2004","F","60 - 64",119
"Sonora","2004","F","60 - 64",109
"Tabasco","2004","F","60 - 64",0
"Tamaulipas","2004","F","60 - 64",8
"Tlaxcala","2004","F","60 - 64",1
"Veracruz","2004","F","60 - 64",8
"Yucatán","2004","F","60 - 64",0
"Zacatecas","2004","F","60 - 64",55
"Aguascalientes","2004","F","65 y +",50
"Baja California","2004","F","65 y +",2
"Baja California Sur","2004","F","65 y +",3
"Campeche","2004","F","65 y +",1
"Coahuila","2004","F","65 y +",0
"Colima","2004","F","65 y +",264
"Chiapas","2004","F","65 y +",6
"Chihuahua","2004","F","65 y +",14
"Distrito Federal","2004","F","65 y +",6
"Durango","2004","F","65 y +",118
"Guanajuato","2004","F","65 y +",501
"Guerrero","2004","F","65 y +",749
"Hidalgo","2004","F","65 y +",4
"Jalisco","2004","F","65 y +",1238
"México","2004","F","65 y +",120
"Michoacán","2004","F","65 y +",568
"Morelos","2004","F","65 y +",623
"Nayarit","2004","F","65 y +",294
"Nuevo León","2004","F","65 y +",6
"Oaxaca","2004","F","65 y +",212
"Puebla","2004","F","65 y +",625
"Querétaro","2004","F","65 y +",82
"Quintana Roo","2004","F","65 y +",1
"San Luis Potosí","2004","F","65 y +",12
"Sinaloa","2004","F","65 y +",278
"Sonora","2004","F","65 y +",155
"Tabasco","2004","F","65 y +",0
"Tamaulipas","2004","F","65 y +",10
"Tlaxcala","2004","F","65 y +",1
"Veracruz","2004","F","65 y +",9
"Yucatán","2004","F","65 y +",1
"Zacatecas","2004","F","65 y +",112
"Aguascalientes","2004","F","Ign.",0
"Baja California","2004","F","Ign.",0
"Baja California Sur","2004","F","Ign.",0
"Campeche","2004","F","Ign.",0
"Coahuila","2004","F","Ign.",0
"Colima","2004","F","Ign.",12
"Chiapas","2004","F","Ign.",0
"Chihuahua","2004","F","Ign.",0
"Distrito Federal","2004","F","Ign.",0
"Durango","2004","F","Ign.",0
"Guanajuato","2004","F","Ign.",10
"Guerrero","2004","F","Ign.",11
"Hidalgo","2004","F","Ign.",1
"Jalisco","2004","F","Ign.",121
"México","2004","F","Ign.",4
"Michoacán","2004","F","Ign.",131
"Morelos","2004","F","Ign.",9
"Nayarit","2004","F","Ign.",112
"Nuevo León","2004","F","Ign.",54
"Oaxaca","2004","F","Ign.",1
"Puebla","2004","F","Ign.",332
"Querétaro","2004","F","Ign.",0
"Quintana Roo","2004","F","Ign.",0
"San Luis Potosí","2004","F","Ign.",1
"Sinaloa","2004","F","Ign.",2
"Sonora","2004","F","Ign.",1
"Tabasco","2004","F","Ign.",0
"Tamaulipas","2004","F","Ign.",94
"Tlaxcala","2004","F","Ign.",0
"Veracruz","2004","F","Ign.",1
"Yucatán","2004","F","Ign.",0
"Zacatecas","2004","F","Ign.",1
"Aguascalientes","2004","F","Total",703
"Baja California","2004","F","Total",50
"Baja California Sur","2004","F","Total",48
"Campeche","2004","F","Total",20
"Coahuila","2004","F","Total",54
"Colima","2004","F","Total",4919
"Chiapas","2004","F","Total",99
"Chihuahua","2004","F","Total",224
"Distrito Federal","2004","F","Total",190
"Durango","2004","F","Total",2571
"Guanajuato","2004","F","Total",12404
"Guerrero","2004","F","Total",14205
"Hidalgo","2004","F","Total",145
"Jalisco","2004","F","Total",23440
"México","2004","F","Total",2597
"Michoacán","2004","F","Total",11890
"Morelos","2004","F","Total",12054
"Nayarit","2004","F","Total",6437
"Nuevo León","2004","F","Total",182
"Oaxaca","2004","F","Total",2297
"Puebla","2004","F","Total",7812
"Querétaro","2004","F","Total",1996
"Quintana Roo","2004","F","Total",43
"San Luis Potosí","2004","F","Total",188
"Sinaloa","2004","F","Total",4308
"Sonora","2004","F","Total",3282
"Tabasco","2004","F","Total",17
"Tamaulipas","2004","F","Total",275
"Tlaxcala","2004","F","Total",28
"Veracruz","2004","F","Total",135
"Yucatán","2004","F","Total",25
"Zacatecas","2004","F","Total",1251
"Aguascalientes","2005","F","<1",3
"Baja California","2005","F","<1",0
"Baja California Sur","2005","F","<1",1
"Campeche","2005","F","<1",1
"Coahuila","2005","F","<1",2
"Colima","2005","F","<1",20
"Chiapas","2005","F","<1",2
"Chihuahua","2005","F","<1",2
"Distrito Federal","2005","F","<1",1
"Durango","2005","F","<1",15
"Guanajuato","2005","F","<1",85
"Guerrero","2005","F","<1",164
"Hidalgo","2005","F","<1",3
"Jalisco","2005","F","<1",157
"México","2005","F","<1",23
"Michoacán","2005","F","<1",97
"Morelos","2005","F","<1",136
"Nayarit","2005","F","<1",53
"Nuevo León","2005","F","<1",2
"Oaxaca","2005","F","<1",10
"Puebla","2005","F","<1",56
"Querétaro","2005","F","<1",19
"Quintana Roo","2005","F","<1",0
"San Luis Potosí","2005","F","<1",2
"Sinaloa","2005","F","<1",23
"Sonora","2005","F","<1",40
"Tabasco","2005","F","<1",0
"Tamaulipas","2005","F","<1",3
"Tlaxcala","2005","F","<1",1
"Veracruz","2005","F","<1",1
"Yucatán","2005","F","<1",0
"Zacatecas","2005","F","<1",15
"Aguascalientes","2005","F","1-4",64
"Baja California","2005","F","1-4",9
"Baja California Sur","2005","F","1-4",5
"Campeche","2005","F","1-4",2
"Coahuila","2005","F","1-4",4
"Colima","2005","F","1-4",238
"Chiapas","2005","F","1-4",14
"Chihuahua","2005","F","1-4",23
"Distrito Federal","2005","F","1-4",18
"Durango","2005","F","1-4",200
"Guanajuato","2005","F","1-4",973
"Guerrero","2005","F","1-4",1568
"Hidalgo","2005","F","1-4",8
"Jalisco","2005","F","1-4",1880
"México","2005","F","1-4",379
"Michoacán","2005","F","1-4",1225
"Morelos","2005","F","1-4",1381
"Nayarit","2005","F","1-4",489
"Nuevo León","2005","F","1-4",4
"Oaxaca","2005","F","1-4",170
"Puebla","2005","F","1-4",576
"Querétaro","2005","F","1-4",132
"Quintana Roo","2005","F","1-4",4
"San Luis Potosí","2005","F","1-4",8
"Sinaloa","2005","F","1-4",259
"Sonora","2005","F","1-4",291
"Tabasco","2005","F","1-4",0
"Tamaulipas","2005","F","1-4",4
"Tlaxcala","2005","F","1-4",0
"Veracruz","2005","F","1-4",7
"Yucatán","2005","F","1-4",3
"Zacatecas","2005","F","1-4",102
"Aguascalientes","2005","F","5-9",106
"Baja California","2005","F","5-9",9
"Baja California Sur","2005","F","5-9",5
"Campeche","2005","F","5-9",2
"Coahuila","2005","F","5-9",4
"Colima","2005","F","5-9",335
"Chiapas","2005","F","5-9",6
"Chihuahua","2005","F","5-9",25
"Distrito Federal","2005","F","5-9",20
"Durango","2005","F","5-9",247
"Guanajuato","2005","F","5-9",1383
"Guerrero","2005","F","5-9",1991
"Hidalgo","2005","F","5-9",5
"Jalisco","2005","F","5-9",2381
"México","2005","F","5-9",391
"Michoacán","2005","F","5-9",1543
"Morelos","2005","F","5-9",1703
"Nayarit","2005","F","5-9",633
"Nuevo León","2005","F","5-9",2
"Oaxaca","2005","F","5-9",262
"Puebla","2005","F","5-9",867
"Querétaro","2005","F","5-9",135
"Quintana Roo","2005","F","5-9",7
"San Luis Potosí","2005","F","5-9",14
"Sinaloa","2005","F","5-9",332
"Sonora","2005","F","5-9",305
"Tabasco","2005","F","5-9",0
"Tamaulipas","2005","F","5-9",21
"Tlaxcala","2005","F","5-9",2
"Veracruz","2005","F","5-9",8
"Yucatán","2005","F","5-9",0
"Zacatecas","2005","F","5-9",148
"Aguascalientes","2005","F","10 - 14",119
"Baja California","2005","F","10 - 14",5
"Baja California Sur","2005","F","10 - 14",5
"Campeche","2005","F","10 - 14",1
"Coahuila","2005","F","10 - 14",9
"Colima","2005","F","10 - 14",491
"Chiapas","2005","F","10 - 14",14
"Chihuahua","2005","F","10 - 14",23
"Distrito Federal","2005","F","10 - 14",32
"Durango","2005","F","10 - 14",321
"Guanajuato","2005","F","10 - 14",1632
"Guerrero","2005","F","10 - 14",2035
"Hidalgo","2005","F","10 - 14",21
"Jalisco","2005","F","10 - 14",2955
"México","2005","F","10 - 14",424
"Michoacán","2005","F","10 - 14",1699
"Morelos","2005","F","10 - 14",1739
"Nayarit","2005","F","10 - 14",711
"Nuevo León","2005","F","10 - 14",2
"Oaxaca","2005","F","10 - 14",340
"Puebla","2005","F","10 - 14",1112
"Querétaro","2005","F","10 - 14",187
"Quintana Roo","2005","F","10 - 14",4
"San Luis Potosí","2005","F","10 - 14",16
"Sinaloa","2005","F","10 - 14",400
"Sonora","2005","F","10 - 14",277
"Tabasco","2005","F","10 - 14",1
"Tamaulipas","2005","F","10 - 14",26
"Tlaxcala","2005","F","10 - 14",2
"Veracruz","2005","F","10 - 14",7
"Yucatán","2005","F","10 - 14",3
"Zacatecas","2005","F","10 - 14",189
"Aguascalientes","2005","F","15 - 19",122
"Baja California","2005","F","15 - 19",8
"Baja California Sur","2005","F","15 - 19",6
"Campeche","2005","F","15 - 19",1
"Coahuila","2005","F","15 - 19",8
"Colima","2005","F","15 - 19",569
"Chiapas","2005","F","15 - 19",18
"Chihuahua","2005","F","15 - 19",15
"Distrito Federal","2005","F","15 - 19",22
"Durango","2005","F","15 - 19",379
"Guanajuato","2005","F","15 - 19",1690
"Guerrero","2005","F","15 - 19",1872
"Hidalgo","2005","F","15 - 19",24
"Jalisco","2005","F","15 - 19",2920
"México","2005","F","15 - 19",335
"Michoacán","2005","F","15 - 19",1673
"Morelos","2005","F","15 - 19",1777
"Nayarit","2005","F","15 - 19",674
"Nuevo León","2005","F","15 - 19",4
"Oaxaca","2005","F","15 - 19",300
"Puebla","2005","F","15 - 19",1040
"Querétaro","2005","F","15 - 19",196
"Quintana Roo","2005","F","15 - 19",10
"San Luis Potosí","2005","F","15 - 19",16
"Sinaloa","2005","F","15 - 19",381
"Sonora","2005","F","15 - 19",333
"Tabasco","2005","F","15 - 19",0
"Tamaulipas","2005","F","15 - 19",13
"Tlaxcala","2005","F","15 - 19",2
"Veracruz","2005","F","15 - 19",9
"Yucatán","2005","F","15 - 19",4
"Zacatecas","2005","F","15 - 19",176
"Aguascalientes","2005","F","20 - 24",87
"Baja California","2005","F","20 - 24",8
"Baja California Sur","2005","F","20 - 24",7
"Campeche","2005","F","20 - 24",3
"Coahuila","2005","F","20 - 24",12
"Colima","2005","F","20 - 24",473
"Chiapas","2005","F","20 - 24",21
"Chihuahua","2005","F","20 - 24",14
"Distrito Federal","2005","F","20 - 24",31
"Durango","2005","F","20 - 24",306
"Guanajuato","2005","F","20 - 24",1632
"Guerrero","2005","F","20 - 24",1536
"Hidalgo","2005","F","20 - 24",14
"Jalisco","2005","F","20 - 24",2627
"México","2005","F","20 - 24",245
"Michoacán","2005","F","20 - 24",1404
"Morelos","2005","F","20 - 24",1712
"Nayarit","2005","F","20 - 24",606
"Nuevo León","2005","F","20 - 24",7
"Oaxaca","2005","F","20 - 24",227
"Puebla","2005","F","20 - 24",861
"Querétaro","2005","F","20 - 24",242
"Quintana Roo","2005","F","20 - 24",13
"San Luis Potosí","2005","F","20 - 24",20
"Sinaloa","2005","F","20 - 24",341
"Sonora","2005","F","20 - 24",271
"Tabasco","2005","F","20 - 24",2
"Tamaulipas","2005","F","20 - 24",34
"Tlaxcala","2005","F","20 - 24",3
"Veracruz","2005","F","20 - 24",19
"Yucatán","2005","F","20 - 24",5
"Zacatecas","2005","F","20 - 24",188
"Aguascalientes","2005","F","25 - 44",252
"Baja California","2005","F","25 - 44",26
"Baja California Sur","2005","F","25 - 44",23
"Campeche","2005","F","25 - 44",8
"Coahuila","2005","F","25 - 44",22
"Colima","2005","F","25 - 44",1468
"Chiapas","2005","F","25 - 44",55
"Chihuahua","2005","F","25 - 44",40
"Distrito Federal","2005","F","25 - 44",65
"Durango","2005","F","25 - 44",905
"Guanajuato","2005","F","25 - 44",4388
"Guerrero","2005","F","25 - 44",4090
"Hidalgo","2005","F","25 - 44",42
"Jalisco","2005","F","25 - 44",7509
"México","2005","F","25 - 44",674
"Michoacán","2005","F","25 - 44",3461
"Morelos","2005","F","25 - 44",4205
"Nayarit","2005","F","25 - 44",1613
"Nuevo León","2005","F","25 - 44",25
"Oaxaca","2005","F","25 - 44",637
"Puebla","2005","F","25 - 44",2015
"Querétaro","2005","F","25 - 44",728
"Quintana Roo","2005","F","25 - 44",24
"San Luis Potosí","2005","F","25 - 44",69
"Sinaloa","2005","F","25 - 44",1181
"Sonora","2005","F","25 - 44",845
"Tabasco","2005","F","25 - 44",9
"Tamaulipas","2005","F","25 - 44",53
"Tlaxcala","2005","F","25 - 44",5
"Veracruz","2005","F","25 - 44",27
"Yucatán","2005","F","25 - 44",8
"Zacatecas","2005","F","25 - 44",377
"Aguascalientes","2005","F","45 - 49",31
"Baja California","2005","F","45 - 49",4
"Baja California Sur","2005","F","45 - 49",7
"Campeche","2005","F","45 - 49",2
"Coahuila","2005","F","45 - 49",2
"Colima","2005","F","45 - 49",247
"Chiapas","2005","F","45 - 49",13
"Chihuahua","2005","F","45 - 49",11
"Distrito Federal","2005","F","45 - 49",6
"Durango","2005","F","45 - 49",152
"Guanajuato","2005","F","45 - 49",636
"Guerrero","2005","F","45 - 49",807
"Hidalgo","2005","F","45 - 49",7
"Jalisco","2005","F","45 - 49",1155
"México","2005","F","45 - 49",117
"Michoacán","2005","F","45 - 49",634
"Morelos","2005","F","45 - 49",778
"Nayarit","2005","F","45 - 49",334
"Nuevo León","2005","F","45 - 49",3
"Oaxaca","2005","F","45 - 49",119
"Puebla","2005","F","45 - 49",473
"Querétaro","2005","F","45 - 49",85
"Quintana Roo","2005","F","45 - 49",3
"San Luis Potosí","2005","F","45 - 49",12
"Sinaloa","2005","F","45 - 49",195
"Sonora","2005","F","45 - 49",163
"Tabasco","2005","F","45 - 49",0
"Tamaulipas","2005","F","45 - 49",8
"Tlaxcala","2005","F","45 - 49",1
"Veracruz","2005","F","45 - 49",5
"Yucatán","2005","F","45 - 49",2
"Zacatecas","2005","F","45 - 49",82
"Aguascalientes","2005","F","50 - 59",44
"Baja California","2005","F","50 - 59",3
"Baja California Sur","2005","F","50 - 59",1
"Campeche","2005","F","50 - 59",1
"Coahuila","2005","F","50 - 59",1
"Colima","2005","F","50 - 59",308
"Chiapas","2005","F","50 - 59",7
"Chihuahua","2005","F","50 - 59",15
"Distrito Federal","2005","F","50 - 59",18
"Durango","2005","F","50 - 59",209
"Guanajuato","2005","F","50 - 59",916
"Guerrero","2005","F","50 - 59",1182
"Hidalgo","2005","F","50 - 59",13
"Jalisco","2005","F","50 - 59",1673
"México","2005","F","50 - 59",118
"Michoacán","2005","F","50 - 59",861
"Morelos","2005","F","50 - 59",1060
"Nayarit","2005","F","50 - 59",385
"Nuevo León","2005","F","50 - 59",6
"Oaxaca","2005","F","50 - 59",196
"Puebla","2005","F","50 - 59",651
"Querétaro","2005","F","50 - 59",147
"Quintana Roo","2005","F","50 - 59",7
"San Luis Potosí","2005","F","50 - 59",20
"Sinaloa","2005","F","50 - 59",341
"Sonora","2005","F","50 - 59",194
"Tabasco","2005","F","50 - 59",3
"Tamaulipas","2005","F","50 - 59",12
"Tlaxcala","2005","F","50 - 59",0
"Veracruz","2005","F","50 - 59",12
"Yucatán","2005","F","50 - 59",3
"Zacatecas","2005","F","50 - 59",115
"Aguascalientes","2005","F","60 - 64",20
"Baja California","2005","F","60 - 64",4
"Baja California Sur","2005","F","60 - 64",0
"Campeche","2005","F","60 - 64",2
"Coahuila","2005","F","60 - 64",0
"Colima","2005","F","60 - 64",107
"Chiapas","2005","F","60 - 64",5
"Chihuahua","2005","F","60 - 64",5
"Distrito Federal","2005","F","60 - 64",4
"Durango","2005","F","60 - 64",74
"Guanajuato","2005","F","60 - 64",319
"Guerrero","2005","F","60 - 64",448
"Hidalgo","2005","F","60 - 64",6
"Jalisco","2005","F","60 - 64",627
"México","2005","F","60 - 64",85
"Michoacán","2005","F","60 - 64",317
"Morelos","2005","F","60 - 64",473
"Nayarit","2005","F","60 - 64",169
"Nuevo León","2005","F","60 - 64",0
"Oaxaca","2005","F","60 - 64",119
"Puebla","2005","F","60 - 64",302
"Querétaro","2005","F","60 - 64",35
"Quintana Roo","2005","F","60 - 64",2
"San Luis Potosí","2005","F","60 - 64",3
"Sinaloa","2005","F","60 - 64",123
"Sonora","2005","F","60 - 64",103
"Tabasco","2005","F","60 - 64",0
"Tamaulipas","2005","F","60 - 64",1
"Tlaxcala","2005","F","60 - 64",0
"Veracruz","2005","F","60 - 64",5
"Yucatán","2005","F","60 - 64",1
"Zacatecas","2005","F","60 - 64",50
"Aguascalientes","2005","F","65 y +",60
"Baja California","2005","F","65 y +",2
"Baja California Sur","2005","F","65 y +",3
"Campeche","2005","F","65 y +",1
"Coahuila","2005","F","65 y +",0
"Colima","2005","F","65 y +",242
"Chiapas","2005","F","65 y +",3
"Chihuahua","2005","F","65 y +",9
"Distrito Federal","2005","F","65 y +",7
"Durango","2005","F","65 y +",178
"Guanajuato","2005","F","65 y +",631
"Guerrero","2005","F","65 y +",938
"Hidalgo","2005","F","65 y +",8
"Jalisco","2005","F","65 y +",1338
"México","2005","F","65 y +",136
"Michoacán","2005","F","65 y +",674
"Morelos","2005","F","65 y +",814
"Nayarit","2005","F","65 y +",277
"Nuevo León","2005","F","65 y +",2
"Oaxaca","2005","F","65 y +",276
"Puebla","2005","F","65 y +",759
"Querétaro","2005","F","65 y +",85
"Quintana Roo","2005","F","65 y +",0
"San Luis Potosí","2005","F","65 y +",12
"Sinaloa","2005","F","65 y +",203
"Sonora","2005","F","65 y +",171
"Tabasco","2005","F","65 y +",0
"Tamaulipas","2005","F","65 y +",6
"Tlaxcala","2005","F","65 y +",1
"Veracruz","2005","F","65 y +",3
"Yucatán","2005","F","65 y +",0
"Zacatecas","2005","F","65 y +",107
"Aguascalientes","2005","F","Ign.",0
"Baja California","2005","F","Ign.",0
"Baja California Sur","2005","F","Ign.",0
"Campeche","2005","F","Ign.",0
"Coahuila","2005","F","Ign.",0
"Colima","2005","F","Ign.",10
"Chiapas","2005","F","Ign.",0
"Chihuahua","2005","F","Ign.",0
"Distrito Federal","2005","F","Ign.",0
"Durango","2005","F","Ign.",0
"Guanajuato","2005","F","Ign.",8
"Guerrero","2005","F","Ign.",17
"Hidalgo","2005","F","Ign.",0
"Jalisco","2005","F","Ign.",20
"México","2005","F","Ign.",0
"Michoacán","2005","F","Ign.",5
"Morelos","2005","F","Ign.",17
"Nayarit","2005","F","Ign.",125
"Nuevo León","2005","F","Ign.",0
"Oaxaca","2005","F","Ign.",6
"Puebla","2005","F","Ign.",3
"Querétaro","2005","F","Ign.",0
"Quintana Roo","2005","F","Ign.",0
"San Luis Potosí","2005","F","Ign.",0
"Sinaloa","2005","F","Ign.",1
"Sonora","2005","F","Ign.",0
"Tabasco","2005","F","Ign.",0
"Tamaulipas","2005","F","Ign.",1
"Tlaxcala","2005","F","Ign.",0
"Veracruz","2005","F","Ign.",0
"Yucatán","2005","F","Ign.",0
"Zacatecas","2005","F","Ign.",0
"Aguascalientes","2005","F","Total",908
"Baja California","2005","F","Total",78
"Baja California Sur","2005","F","Total",63
"Campeche","2005","F","Total",24
"Coahuila","2005","F","Total",64
"Colima","2005","F","Total",4508
"Chiapas","2005","F","Total",158
"Chihuahua","2005","F","Total",182
"Distrito Federal","2005","F","Total",224
"Durango","2005","F","Total",2986
"Guanajuato","2005","F","Total",14293
"Guerrero","2005","F","Total",16648
"Hidalgo","2005","F","Total",151
"Jalisco","2005","F","Total",25242
"México","2005","F","Total",2927
"Michoacán","2005","F","Total",13593
"Morelos","2005","F","Total",15795
"Nayarit","2005","F","Total",6069
"Nuevo León","2005","F","Total",57
"Oaxaca","2005","F","Total",2662
"Puebla","2005","F","Total",8715
"Querétaro","2005","F","Total",1991
"Quintana Roo","2005","F","Total",74
"San Luis Potosí","2005","F","Total",192
"Sinaloa","2005","F","Total",3780
"Sonora","2005","F","Total",2993
"Tabasco","2005","F","Total",15
"Tamaulipas","2005","F","Total",182
"Tlaxcala","2005","F","Total",17
"Veracruz","2005","F","Total",103
"Yucatán","2005","F","Total",29
"Zacatecas","2005","F","Total",1549
"Aguascalientes","2006","F","<1",1
"Baja California","2006","F","<1",2
"Baja California Sur","2006","F","<1",1
"Campeche","2006","F","<1",0
"Coahuila","2006","F","<1",0
"Colima","2006","F","<1",13
"Chiapas","2006","F","<1",2
"Chihuahua","2006","F","<1",2
"Distrito Federal","2006","F","<1",1
"Durango","2006","F","<1",20
"Guanajuato","2006","F","<1",94
"Guerrero","2006","F","<1",172
"Hidalgo","2006","F","<1",0
"Jalisco","2006","F","<1",178
"México","2006","F","<1",30
"Michoacán","2006","F","<1",118
"Morelos","2006","F","<1",96
"Nayarit","2006","F","<1",56
"Nuevo León","2006","F","<1",0
"Oaxaca","2006","F","<1",13
"Puebla","2006","F","<1",42
"Querétaro","2006","F","<1",15
"Quintana Roo","2006","F","<1",1
"San Luis Potosí","2006","F","<1",6
"Sinaloa","2006","F","<1",26
"Sonora","2006","F","<1",23
"Tabasco","2006","F","<1",1
"Tamaulipas","2006","F","<1",0
"Tlaxcala","2006","F","<1",0
"Veracruz","2006","F","<1",3
"Yucatán","2006","F","<1",3
"Zacatecas","2006","F","<1",10
"Aguascalientes","2006","F","1-4",57
"Baja California","2006","F","1-4",4
"Baja California Sur","2006","F","1-4",7
"Campeche","2006","F","1-4",1
"Coahuila","2006","F","1-4",4
"Colima","2006","F","1-4",259
"Chiapas","2006","F","1-4",6
"Chihuahua","2006","F","1-4",22
"Distrito Federal","2006","F","1-4",15
"Durango","2006","F","1-4",211
